Inventory_ID,Date,SKU,Channel,Quantity_Produced,Expiry_Date,Batch_ID
INV-011106,2025-10-04,VS001,WhatsApp,3,2025-10-10,BAT-4848
INV-011107,2025-10-05,CB001,Shopee,23,2025-10-11,BAT-2361
INV-011108,2025-10-05,CW001,Shopee,41,2025-10-11,BAT-9761
INV-011109,2025-10-05,KI001,Shopee,20,2025-10-11,BAT-2663
INV-011110,2025-10-05,SK001,Shopee,7,2025-10-10,BAT-8517
INV-011111,2025-10-05,TV001,Shopee,14,2025-10-10,BAT-7459
INV-011112,2025-10-05,VS001,Shopee,7,2025-10-10,BAT-9345
INV-011113,2025-10-05,CB001,Store A,8,2025-10-11,BAT-7347
INV-011114,2025-10-05,CW001,Store A,29,2025-10-12,BAT-7556
INV-011115,2025-10-05,DG001,Store A,2,2025-10-10,BAT-5522
INV-011116,2025-10-05,KI001,Store A,18,2025-10-12,BAT-8240
INV-011117,2025-10-05,SK001,Store A,10,2025-10-11,BAT-9942
INV-011118,2025-10-05,TV001,Store A,6,2025-10-11,BAT-5807
INV-011119,2025-10-05,VS001,Store A,7,2025-10-10,BAT-3615
INV-011120,2025-10-05,CB001,Store B,23,2025-10-12,BAT-4402
INV-011121,2025-10-05,CW001,Store B,20,2025-10-10,BAT-7763
INV-011122,2025-10-05,DG001,Store B,4,2025-10-10,BAT-9360
INV-011123,2025-10-05,KI001,Store B,26,2025-10-12,BAT-8919
INV-011124,2025-10-05,SK001,Store B,4,2025-10-10,BAT-3057
INV-011125,2025-10-05,TV001,Store B,5,2025-10-11,BAT-4432
INV-011126,2025-10-05,VS001,Store B,6,2025-10-11,BAT-7869
INV-011127,2025-10-05,CB001,Store C,23,2025-10-11,BAT-9973
INV-011128,2025-10-05,CW001,Store C,43,2025-10-10,BAT-3470
INV-011129,2025-10-05,DG001,Store C,9,2025-10-12,BAT-8091
INV-011130,2025-10-05,KI001,Store C,45,2025-10-12,BAT-6837
INV-011131,2025-10-05,SK001,Store C,22,2025-10-11,BAT-3819
INV-011132,2025-10-05,TV001,Store C,33,2025-10-11,BAT-5528
INV-011133,2025-10-05,VS001,Store C,12,2025-10-12,BAT-2440
INV-011134,2025-10-05,CB001,WhatsApp,4,2025-10-10,BAT-9078
INV-011135,2025-10-05,CW001,WhatsApp,7,2025-10-12,BAT-2315
INV-011136,2025-10-05,KI001,WhatsApp,6,2025-10-11,BAT-5080
INV-011137,2025-10-05,SK001,WhatsApp,7,2025-10-12,BAT-8029
INV-011138,2025-10-05,TV001,WhatsApp,3,2025-10-10,BAT-6527
INV-011139,2025-10-06,CB001,Shopee,15,2025-10-12,BAT-9199
INV-011140,2025-10-06,CW001,Shopee,18,2025-10-13,BAT-3928
INV-011141,2025-10-06,DG001,Shopee,3,2025-10-13,BAT-9467
INV-011142,2025-10-06,KI001,Shopee,10,2025-10-12,BAT-9795
INV-011143,2025-10-06,SK001,Shopee,7,2025-10-12,BAT-7638
INV-011144,2025-10-06,TV001,Shopee,10,2025-10-11,BAT-6690
INV-011145,2025-10-06,VS001,Shopee,6,2025-10-11,BAT-1716
INV-011146,2025-10-06,CB001,Store A,5,2025-10-11,BAT-7079
INV-011147,2025-10-06,CW001,Store A,17,2025-10-13,BAT-5570
INV-011148,2025-10-06,DG001,Store A,5,2025-10-13,BAT-4055
INV-011149,2025-10-06,KI001,Store A,4,2025-10-11,BAT-2940
INV-011150,2025-10-06,SK001,Store A,5,2025-10-11,BAT-6094
INV-011151,2025-10-06,TV001,Store A,4,2025-10-13,BAT-7944
INV-011152,2025-10-06,VS001,Store A,2,2025-10-11,BAT-9137
INV-011153,2025-10-06,CB001,Store B,2,2025-10-13,BAT-9277
INV-011154,2025-10-06,CW001,Store B,7,2025-10-11,BAT-4319
INV-011155,2025-10-06,KI001,Store B,12,2025-10-13,BAT-4303
INV-011156,2025-10-06,SK001,Store B,3,2025-10-12,BAT-1810
INV-011157,2025-10-06,VS001,Store B,3,2025-10-12,BAT-1531
INV-011158,2025-10-06,CB001,Store C,20,2025-10-11,BAT-5879
INV-011159,2025-10-06,CW001,Store C,11,2025-10-12,BAT-2913
INV-011160,2025-10-06,DG001,Store C,3,2025-10-13,BAT-9132
INV-011161,2025-10-06,KI001,Store C,20,2025-10-13,BAT-8645
INV-011162,2025-10-06,SK001,Store C,7,2025-10-13,BAT-7798
INV-011163,2025-10-06,TV001,Store C,11,2025-10-13,BAT-2719
INV-011164,2025-10-06,VS001,Store C,2,2025-10-12,BAT-3549
INV-011165,2025-10-06,CB001,WhatsApp,3,2025-10-12,BAT-1834
INV-011166,2025-10-06,CW001,WhatsApp,12,2025-10-12,BAT-2614
INV-011167,2025-10-06,KI001,WhatsApp,4,2025-10-12,BAT-8645
INV-011168,2025-10-06,TV001,WhatsApp,5,2025-10-12,BAT-6974
INV-011169,2025-10-07,CB001,Shopee,7,2025-10-14,BAT-2973
INV-011170,2025-10-07,CW001,Shopee,5,2025-10-13,BAT-6582
INV-011171,2025-10-07,KI001,Shopee,20,2025-10-14,BAT-3713
INV-011172,2025-10-07,SK001,Shopee,6,2025-10-12,BAT-8742
INV-011173,2025-10-07,TV001,Shopee,6,2025-10-14,BAT-9658
INV-011174,2025-10-07,VS001,Shopee,9,2025-10-13,BAT-9562
INV-011175,2025-10-07,CB001,Store A,11,2025-10-13,BAT-3254
INV-011176,2025-10-07,CW001,Store A,12,2025-10-14,BAT-1921
INV-011177,2025-10-07,KI001,Store A,8,2025-10-13,BAT-2834
INV-011178,2025-10-07,SK001,Store A,7,2025-10-12,BAT-7991
INV-011179,2025-10-07,TV001,Store A,6,2025-10-14,BAT-9388
INV-011180,2025-10-07,VS001,Store A,2,2025-10-14,BAT-8700
INV-011181,2025-10-07,CB001,Store B,9,2025-10-12,BAT-3126
INV-011182,2025-10-07,CW001,Store B,20,2025-10-14,BAT-7294
INV-011183,2025-10-07,DG001,Store B,2,2025-10-13,BAT-2976
INV-011184,2025-10-07,KI001,Store B,6,2025-10-13,BAT-6551
INV-011185,2025-10-07,SK001,Store B,5,2025-10-12,BAT-8330
INV-011186,2025-10-07,TV001,Store B,5,2025-10-14,BAT-2737
INV-011187,2025-10-07,CB001,Store C,15,2025-10-12,BAT-3982
INV-011188,2025-10-07,CW001,Store C,17,2025-10-14,BAT-1244
INV-011189,2025-10-07,DG001,Store C,6,2025-10-14,BAT-9995
INV-011190,2025-10-07,KI001,Store C,8,2025-10-13,BAT-8627
INV-011191,2025-10-07,SK001,Store C,4,2025-10-14,BAT-1515
INV-011192,2025-10-07,TV001,Store C,6,2025-10-14,BAT-5208
INV-011193,2025-10-07,VS001,Store C,9,2025-10-13,BAT-4181
INV-011194,2025-10-07,CB001,WhatsApp,4,2025-10-12,BAT-4494
INV-011195,2025-10-07,CW001,WhatsApp,7,2025-10-12,BAT-3658
INV-011196,2025-10-07,DG001,WhatsApp,2,2025-10-12,BAT-7401
INV-011197,2025-10-07,KI001,WhatsApp,4,2025-10-13,BAT-7265
INV-011198,2025-10-07,SK001,WhatsApp,7,2025-10-13,BAT-5252
INV-011199,2025-10-07,TV001,WhatsApp,2,2025-10-13,BAT-1326
INV-011200,2025-10-08,CB001,Shopee,5,2025-10-14,BAT-6841
INV-011201,2025-10-08,CW001,Shopee,18,2025-10-15,BAT-2939
INV-011202,2025-10-08,KI001,Shopee,6,2025-10-14,BAT-3327
INV-011203,2025-10-08,SK001,Shopee,8,2025-10-13,BAT-2891
INV-011204,2025-10-08,TV001,Shopee,3,2025-10-14,BAT-3378
INV-011205,2025-10-08,VS001,Shopee,10,2025-10-13,BAT-8869
INV-011206,2025-10-08,CB001,Store A,8,2025-10-13,BAT-4237
INV-011207,2025-10-08,CW001,Store A,15,2025-10-15,BAT-9563
INV-011208,2025-10-08,DG001,Store A,3,2025-10-13,BAT-5621
INV-011209,2025-10-08,KI001,Store A,8,2025-10-15,BAT-2843
INV-011210,2025-10-08,SK001,Store A,6,2025-10-13,BAT-3243
INV-011211,2025-10-08,TV001,Store A,2,2025-10-14,BAT-9247
INV-011212,2025-10-08,VS001,Store A,4,2025-10-13,BAT-1167
INV-011213,2025-10-08,CB001,Store B,5,2025-10-13,BAT-7964
INV-011214,2025-10-08,CW001,Store B,7,2025-10-13,BAT-1253
INV-011215,2025-10-08,KI001,Store B,17,2025-10-13,BAT-1767
INV-011216,2025-10-08,SK001,Store B,3,2025-10-14,BAT-2167
INV-011217,2025-10-08,TV001,Store B,7,2025-10-15,BAT-6975
INV-011218,2025-10-08,CB001,Store C,22,2025-10-15,BAT-7359
INV-011219,2025-10-08,CW001,Store C,22,2025-10-14,BAT-5015
INV-011220,2025-10-08,KI001,Store C,16,2025-10-15,BAT-6406
INV-011221,2025-10-08,SK001,Store C,6,2025-10-15,BAT-2486
INV-011222,2025-10-08,TV001,Store C,5,2025-10-14,BAT-1279
INV-011223,2025-10-08,VS001,Store C,3,2025-10-14,BAT-9170
INV-011224,2025-10-08,CB001,WhatsApp,8,2025-10-13,BAT-9037
INV-011225,2025-10-08,CW001,WhatsApp,5,2025-10-15,BAT-7954
INV-011226,2025-10-08,DG001,WhatsApp,2,2025-10-13,BAT-6243
INV-011227,2025-10-08,KI001,WhatsApp,3,2025-10-15,BAT-6520
INV-011228,2025-10-08,SK001,WhatsApp,3,2025-10-13,BAT-3241
INV-011229,2025-10-08,TV001,WhatsApp,4,2025-10-13,BAT-8357
INV-011230,2025-10-09,CB001,Shopee,10,2025-10-15,BAT-2613
INV-011231,2025-10-09,CW001,Shopee,5,2025-10-16,BAT-7096
INV-011232,2025-10-09,DG001,Shopee,3,2025-10-15,BAT-9301
INV-011233,2025-10-09,KI001,Shopee,3,2025-10-15,BAT-5253
INV-011234,2025-10-09,SK001,Shopee,8,2025-10-16,BAT-1747
INV-011235,2025-10-09,TV001,Shopee,13,2025-10-16,BAT-8567
INV-011236,2025-10-09,VS001,Shopee,3,2025-10-16,BAT-7280
INV-011237,2025-10-09,CB001,Store A,7,2025-10-15,BAT-5795
INV-011238,2025-10-09,CW001,Store A,5,2025-10-16,BAT-7058
INV-011239,2025-10-09,DG001,Store A,2,2025-10-15,BAT-8578
INV-011240,2025-10-09,KI001,Store A,8,2025-10-14,BAT-6867
INV-011241,2025-10-09,SK001,Store A,6,2025-10-14,BAT-1447
INV-011242,2025-10-09,TV001,Store A,3,2025-10-14,BAT-9192
INV-011243,2025-10-09,CB001,Store B,3,2025-10-15,BAT-7295
INV-011244,2025-10-09,CW001,Store B,6,2025-10-16,BAT-8875
INV-011245,2025-10-09,DG001,Store B,4,2025-10-16,BAT-4766
INV-011246,2025-10-09,KI001,Store B,4,2025-10-16,BAT-2002
INV-011247,2025-10-09,TV001,Store B,4,2025-10-15,BAT-6210
INV-011248,2025-10-09,VS001,Store B,3,2025-10-14,BAT-9684
INV-011249,2025-10-09,CB001,Store C,10,2025-10-14,BAT-8246
INV-011250,2025-10-09,CW001,Store C,30,2025-10-14,BAT-5943
INV-011251,2025-10-09,DG001,Store C,14,2025-10-15,BAT-8520
INV-011252,2025-10-09,KI001,Store C,23,2025-10-15,BAT-1816
INV-011253,2025-10-09,SK001,Store C,7,2025-10-14,BAT-6444
INV-011254,2025-10-09,TV001,Store C,12,2025-10-15,BAT-9652
INV-011255,2025-10-09,CB001,WhatsApp,7,2025-10-14,BAT-8387
INV-011256,2025-10-09,CW001,WhatsApp,4,2025-10-16,BAT-5919
INV-011257,2025-10-09,DG001,WhatsApp,9,2025-10-15,BAT-7825
INV-011258,2025-10-09,KI001,WhatsApp,8,2025-10-14,BAT-1168
INV-011259,2025-10-09,SK001,WhatsApp,3,2025-10-15,BAT-4389
INV-011260,2025-10-09,TV001,WhatsApp,2,2025-10-14,BAT-4383
INV-011261,2025-10-10,CB001,Shopee,6,2025-10-15,BAT-9986
INV-011262,2025-10-10,CW001,Shopee,11,2025-10-16,BAT-8796
INV-011263,2025-10-10,DG001,Shopee,6,2025-10-15,BAT-6867
INV-011264,2025-10-10,KI001,Shopee,14,2025-10-15,BAT-9667
INV-011265,2025-10-10,SK001,Shopee,13,2025-10-17,BAT-8785
INV-011266,2025-10-10,TV001,Shopee,12,2025-10-16,BAT-1494
INV-011267,2025-10-10,VS001,Shopee,7,2025-10-17,BAT-9574
INV-011268,2025-10-10,CB001,Store A,4,2025-10-17,BAT-4829
INV-011269,2025-10-10,CW001,Store A,14,2025-10-17,BAT-6482
INV-011270,2025-10-10,DG001,Store A,3,2025-10-15,BAT-5255
INV-011271,2025-10-10,KI001,Store A,11,2025-10-15,BAT-9598
INV-011272,2025-10-10,SK001,Store A,5,2025-10-17,BAT-3372
INV-011273,2025-10-10,TV001,Store A,9,2025-10-17,BAT-7850
INV-011274,2025-10-10,VS001,Store A,3,2025-10-16,BAT-8362
INV-011275,2025-10-10,CB001,Store B,3,2025-10-16,BAT-1144
INV-011276,2025-10-10,CW001,Store B,20,2025-10-17,BAT-6270
INV-011277,2025-10-10,DG001,Store B,2,2025-10-15,BAT-8760
INV-011278,2025-10-10,KI001,Store B,9,2025-10-16,BAT-9188
INV-011279,2025-10-10,SK001,Store B,4,2025-10-16,BAT-5172
INV-011280,2025-10-10,CB001,Store C,12,2025-10-15,BAT-1452
INV-011281,2025-10-10,CW001,Store C,19,2025-10-17,BAT-5254
INV-011282,2025-10-10,DG001,Store C,7,2025-10-15,BAT-8812
INV-011283,2025-10-10,KI001,Store C,33,2025-10-16,BAT-3133
INV-011284,2025-10-10,SK001,Store C,7,2025-10-15,BAT-3953
INV-011285,2025-10-10,TV001,Store C,17,2025-10-15,BAT-3874
INV-011286,2025-10-10,VS001,Store C,5,2025-10-15,BAT-8899
INV-011287,2025-10-10,CB001,WhatsApp,3,2025-10-15,BAT-8615
INV-011288,2025-10-10,CW001,WhatsApp,4,2025-10-17,BAT-9029
INV-011289,2025-10-10,DG001,WhatsApp,2,2025-10-15,BAT-9057
INV-011290,2025-10-10,KI001,WhatsApp,4,2025-10-15,BAT-1937
INV-011291,2025-10-10,SK001,WhatsApp,2,2025-10-15,BAT-9899
INV-011292,2025-10-10,TV001,WhatsApp,2,2025-10-16,BAT-5394
INV-011293,2025-10-11,CB001,Shopee,13,2025-10-17,BAT-4812
INV-011294,2025-10-11,CW001,Shopee,12,2025-10-16,BAT-2696
INV-011295,2025-10-11,DG001,Shopee,2,2025-10-18,BAT-1128
INV-011296,2025-10-11,KI001,Shopee,27,2025-10-16,BAT-4066
INV-011297,2025-10-11,SK001,Shopee,8,2025-10-16,BAT-7770
INV-011298,2025-10-11,TV001,Shopee,3,2025-10-18,BAT-1227
INV-011299,2025-10-11,VS001,Shopee,4,2025-10-17,BAT-4020
INV-011300,2025-10-11,CB001,Store A,8,2025-10-17,BAT-9117
INV-011301,2025-10-11,CW001,Store A,14,2025-10-16,BAT-7919
INV-011302,2025-10-11,DG001,Store A,2,2025-10-16,BAT-8382
INV-011303,2025-10-11,KI001,Store A,8,2025-10-16,BAT-4539
INV-011304,2025-10-11,SK001,Store A,2,2025-10-16,BAT-7554
INV-011305,2025-10-11,TV001,Store A,6,2025-10-17,BAT-1644
INV-011306,2025-10-11,VS001,Store A,6,2025-10-18,BAT-1176
INV-011307,2025-10-11,CB001,Store B,4,2025-10-17,BAT-4248
INV-011308,2025-10-11,CW001,Store B,11,2025-10-17,BAT-8517
INV-011309,2025-10-11,KI001,Store B,10,2025-10-17,BAT-7172
INV-011310,2025-10-11,SK001,Store B,2,2025-10-16,BAT-8218
INV-011311,2025-10-11,TV001,Store B,5,2025-10-17,BAT-8267
INV-011312,2025-10-11,VS001,Store B,3,2025-10-16,BAT-1087
INV-011313,2025-10-11,CB001,Store C,20,2025-10-18,BAT-1532
INV-011314,2025-10-11,CW001,Store C,39,2025-10-17,BAT-5261
INV-011315,2025-10-11,DG001,Store C,3,2025-10-17,BAT-6325
INV-011316,2025-10-11,KI001,Store C,28,2025-10-18,BAT-4587
INV-011317,2025-10-11,SK001,Store C,13,2025-10-16,BAT-3084
INV-011318,2025-10-11,TV001,Store C,24,2025-10-16,BAT-9081
INV-011319,2025-10-11,VS001,Store C,8,2025-10-16,BAT-3622
INV-011320,2025-10-11,CB001,WhatsApp,8,2025-10-16,BAT-7350
INV-011321,2025-10-11,CW001,WhatsApp,8,2025-10-18,BAT-1782
INV-011322,2025-10-11,DG001,WhatsApp,2,2025-10-18,BAT-8032
INV-011323,2025-10-11,KI001,WhatsApp,9,2025-10-17,BAT-7877
INV-011324,2025-10-11,SK001,WhatsApp,4,2025-10-18,BAT-6425
INV-011325,2025-10-11,TV001,WhatsApp,6,2025-10-17,BAT-3723
INV-011326,2025-10-12,CB001,Shopee,23,2025-10-18,BAT-6831
INV-011327,2025-10-12,CW001,Shopee,35,2025-10-19,BAT-9015
INV-011328,2025-10-12,DG001,Shopee,2,2025-10-19,BAT-7121
INV-011329,2025-10-12,KI001,Shopee,16,2025-10-19,BAT-1009
INV-011330,2025-10-12,SK001,Shopee,2,2025-10-19,BAT-8124
INV-011331,2025-10-12,TV001,Shopee,17,2025-10-17,BAT-7859
INV-011332,2025-10-12,CB001,Store A,2,2025-10-18,BAT-7763
INV-011333,2025-10-12,CW001,Store A,8,2025-10-17,BAT-3779
INV-011334,2025-10-12,DG001,Store A,5,2025-10-17,BAT-2692
INV-011335,2025-10-12,KI001,Store A,7,2025-10-17,BAT-1761
INV-011336,2025-10-12,SK001,Store A,4,2025-10-17,BAT-7085
INV-011337,2025-10-12,TV001,Store A,10,2025-10-18,BAT-4902
INV-011338,2025-10-12,CB001,Store B,7,2025-10-18,BAT-5244
INV-011339,2025-10-12,CW001,Store B,16,2025-10-17,BAT-4689
INV-011340,2025-10-12,KI001,Store B,7,2025-10-17,BAT-6709
INV-011341,2025-10-12,SK001,Store B,6,2025-10-17,BAT-4379
INV-011342,2025-10-12,TV001,Store B,10,2025-10-17,BAT-5008
INV-011343,2025-10-12,VS001,Store B,2,2025-10-17,BAT-3522
INV-011344,2025-10-12,CB001,Store C,28,2025-10-19,BAT-6429
INV-011345,2025-10-12,CW001,Store C,24,2025-10-17,BAT-2859
INV-011346,2025-10-12,DG001,Store C,5,2025-10-19,BAT-4706
INV-011347,2025-10-12,KI001,Store C,46,2025-10-18,BAT-6383
INV-011348,2025-10-12,SK001,Store C,7,2025-10-19,BAT-1547
INV-011349,2025-10-12,TV001,Store C,9,2025-10-18,BAT-9262
INV-011350,2025-10-12,VS001,Store C,8,2025-10-19,BAT-5666
INV-011351,2025-10-12,CB001,WhatsApp,4,2025-10-17,BAT-4172
INV-011352,2025-10-12,CW001,WhatsApp,13,2025-10-17,BAT-4157
INV-011353,2025-10-12,KI001,WhatsApp,14,2025-10-18,BAT-5035
INV-011354,2025-10-12,SK001,WhatsApp,3,2025-10-17,BAT-7991
INV-011355,2025-10-12,TV001,WhatsApp,15,2025-10-19,BAT-1436
INV-011356,2025-10-12,VS001,WhatsApp,5,2025-10-19,BAT-9820
INV-011357,2025-10-13,CB001,Shopee,2,2025-10-18,BAT-3006
INV-011358,2025-10-13,CW001,Shopee,8,2025-10-19,BAT-5427
INV-011359,2025-10-13,DG001,Shopee,2,2025-10-20,BAT-1942
INV-011360,2025-10-13,KI001,Shopee,15,2025-10-19,BAT-7435
INV-011361,2025-10-13,SK001,Shopee,6,2025-10-20,BAT-3193
INV-011362,2025-10-13,TV001,Shopee,15,2025-10-18,BAT-3337
INV-011363,2025-10-13,VS001,Shopee,3,2025-10-19,BAT-7577
INV-011364,2025-10-13,CB001,Store A,3,2025-10-19,BAT-8533
INV-011365,2025-10-13,CW001,Store A,12,2025-10-19,BAT-5552
INV-011366,2025-10-13,DG001,Store A,2,2025-10-18,BAT-7290
INV-011367,2025-10-13,KI001,Store A,4,2025-10-19,BAT-2522
INV-011368,2025-10-13,SK001,Store A,5,2025-10-19,BAT-6601
INV-011369,2025-10-13,TV001,Store A,4,2025-10-18,BAT-3169
INV-011370,2025-10-13,VS001,Store A,5,2025-10-19,BAT-2245
INV-011371,2025-10-13,CB001,Store B,3,2025-10-18,BAT-8890
INV-011372,2025-10-13,CW001,Store B,7,2025-10-20,BAT-7566
INV-011373,2025-10-13,DG001,Store B,2,2025-10-19,BAT-5490
INV-011374,2025-10-13,KI001,Store B,8,2025-10-18,BAT-9334
INV-011375,2025-10-13,SK001,Store B,3,2025-10-19,BAT-5126
INV-011376,2025-10-13,TV001,Store B,4,2025-10-18,BAT-1416
INV-011377,2025-10-13,VS001,Store B,7,2025-10-19,BAT-2973
INV-011378,2025-10-13,CB001,Store C,8,2025-10-18,BAT-1433
INV-011379,2025-10-13,CW001,Store C,19,2025-10-20,BAT-3594
INV-011380,2025-10-13,DG001,Store C,2,2025-10-20,BAT-5400
INV-011381,2025-10-13,KI001,Store C,10,2025-10-18,BAT-5431
INV-011382,2025-10-13,SK001,Store C,8,2025-10-18,BAT-2734
INV-011383,2025-10-13,TV001,Store C,4,2025-10-20,BAT-4772
INV-011384,2025-10-13,VS001,Store C,4,2025-10-19,BAT-1162
INV-011385,2025-10-13,CB001,WhatsApp,2,2025-10-19,BAT-4438
INV-011386,2025-10-13,CW001,WhatsApp,7,2025-10-18,BAT-2644
INV-011387,2025-10-13,DG001,WhatsApp,3,2025-10-18,BAT-5907
INV-011388,2025-10-13,KI001,WhatsApp,5,2025-10-18,BAT-9477
INV-011389,2025-10-13,VS001,WhatsApp,2,2025-10-19,BAT-8552
INV-011390,2025-10-14,CB001,Shopee,8,2025-10-20,BAT-8637
INV-011391,2025-10-14,CW001,Shopee,19,2025-10-19,BAT-7133
INV-011392,2025-10-14,DG001,Shopee,2,2025-10-20,BAT-3151
INV-011393,2025-10-14,KI001,Shopee,13,2025-10-19,BAT-9220
INV-011394,2025-10-14,SK001,Shopee,4,2025-10-21,BAT-5167
INV-011395,2025-10-14,TV001,Shopee,8,2025-10-21,BAT-6264
INV-011396,2025-10-14,VS001,Shopee,7,2025-10-21,BAT-2793
INV-011397,2025-10-14,CB001,Store A,7,2025-10-21,BAT-1121
INV-011398,2025-10-14,CW001,Store A,11,2025-10-21,BAT-8915
INV-011399,2025-10-14,DG001,Store A,4,2025-10-20,BAT-9072
INV-011400,2025-10-14,KI001,Store A,8,2025-10-21,BAT-4248
INV-011401,2025-10-14,TV001,Store A,6,2025-10-19,BAT-3787
INV-011402,2025-10-14,VS001,Store A,6,2025-10-21,BAT-8045
INV-011403,2025-10-14,CB001,Store B,6,2025-10-20,BAT-1936
INV-011404,2025-10-14,CW001,Store B,24,2025-10-20,BAT-9894
INV-011405,2025-10-14,DG001,Store B,3,2025-10-20,BAT-5504
INV-011406,2025-10-14,KI001,Store B,12,2025-10-21,BAT-6464
INV-011407,2025-10-14,SK001,Store B,8,2025-10-20,BAT-9639
INV-011408,2025-10-14,TV001,Store B,7,2025-10-21,BAT-9871
INV-011409,2025-10-14,VS001,Store B,3,2025-10-20,BAT-8163
INV-011410,2025-10-14,CB001,Store C,16,2025-10-20,BAT-3211
INV-011411,2025-10-14,CW001,Store C,10,2025-10-19,BAT-1294
INV-011412,2025-10-14,DG001,Store C,3,2025-10-20,BAT-7519
INV-011413,2025-10-14,KI001,Store C,10,2025-10-21,BAT-3757
INV-011414,2025-10-14,SK001,Store C,8,2025-10-19,BAT-6224
INV-011415,2025-10-14,TV001,Store C,8,2025-10-19,BAT-7419
INV-011416,2025-10-14,VS001,Store C,4,2025-10-19,BAT-3828
INV-011417,2025-10-14,CB001,WhatsApp,7,2025-10-20,BAT-1141
INV-011418,2025-10-14,CW001,WhatsApp,6,2025-10-21,BAT-4004
INV-011419,2025-10-14,DG001,WhatsApp,3,2025-10-21,BAT-7647
INV-011420,2025-10-14,KI001,WhatsApp,15,2025-10-20,BAT-8327
INV-011421,2025-10-14,SK001,WhatsApp,4,2025-10-20,BAT-4091
INV-011422,2025-10-14,TV001,WhatsApp,2,2025-10-20,BAT-3953
INV-011423,2025-10-14,VS001,WhatsApp,4,2025-10-19,BAT-3777
INV-011424,2025-10-15,CB001,Shopee,7,2025-10-20,BAT-5481
INV-011425,2025-10-15,CW001,Shopee,17,2025-10-22,BAT-3867
INV-011426,2025-10-15,DG001,Shopee,12,2025-10-20,BAT-7840
INV-011427,2025-10-15,KI001,Shopee,8,2025-10-22,BAT-8264
INV-011428,2025-10-15,SK001,Shopee,3,2025-10-21,BAT-7529
INV-011429,2025-10-15,TV001,Shopee,6,2025-10-21,BAT-1862
INV-011430,2025-10-15,VS001,Shopee,2,2025-10-21,BAT-8050
INV-011431,2025-10-15,CB001,Store A,3,2025-10-20,BAT-8818
INV-011432,2025-10-15,CW001,Store A,5,2025-10-22,BAT-1644
INV-011433,2025-10-15,KI001,Store A,4,2025-10-20,BAT-2226
INV-011434,2025-10-15,SK001,Store A,2,2025-10-20,BAT-4598
INV-011435,2025-10-15,TV001,Store A,3,2025-10-20,BAT-9826
INV-011436,2025-10-15,CB001,Store B,7,2025-10-20,BAT-3626
INV-011437,2025-10-15,CW001,Store B,15,2025-10-21,BAT-2534
INV-011438,2025-10-15,DG001,Store B,2,2025-10-22,BAT-4640
INV-011439,2025-10-15,KI001,Store B,11,2025-10-20,BAT-1766
INV-011440,2025-10-15,TV001,Store B,5,2025-10-20,BAT-9665
INV-011441,2025-10-15,VS001,Store B,3,2025-10-21,BAT-1610
INV-011442,2025-10-15,CB001,Store C,11,2025-10-21,BAT-7557
INV-011443,2025-10-15,CW001,Store C,16,2025-10-22,BAT-7848
INV-011444,2025-10-15,DG001,Store C,8,2025-10-20,BAT-8766
INV-011445,2025-10-15,KI001,Store C,33,2025-10-20,BAT-7404
INV-011446,2025-10-15,SK001,Store C,5,2025-10-22,BAT-9613
INV-011447,2025-10-15,TV001,Store C,17,2025-10-21,BAT-1169
INV-011448,2025-10-15,VS001,Store C,4,2025-10-21,BAT-4739
INV-011449,2025-10-15,CB001,WhatsApp,2,2025-10-20,BAT-5446
INV-011450,2025-10-15,CW001,WhatsApp,7,2025-10-21,BAT-7973
INV-011451,2025-10-15,DG001,WhatsApp,2,2025-10-20,BAT-2823
INV-011452,2025-10-15,KI001,WhatsApp,4,2025-10-20,BAT-7723
INV-011453,2025-10-15,TV001,WhatsApp,2,2025-10-22,BAT-5243
INV-011454,2025-10-15,VS001,WhatsApp,2,2025-10-20,BAT-8131
INV-011455,2025-10-16,CB001,Shopee,6,2025-10-21,BAT-2624
INV-011456,2025-10-16,CW001,Shopee,18,2025-10-22,BAT-5713
INV-011457,2025-10-16,DG001,Shopee,4,2025-10-23,BAT-4221
INV-011458,2025-10-16,KI001,Shopee,26,2025-10-22,BAT-8698
INV-011459,2025-10-16,SK001,Shopee,7,2025-10-22,BAT-9574
INV-011460,2025-10-16,TV001,Shopee,9,2025-10-22,BAT-1518
INV-011461,2025-10-16,VS001,Shopee,4,2025-10-23,BAT-4414
INV-011462,2025-10-16,CB001,Store A,7,2025-10-23,BAT-5789
INV-011463,2025-10-16,CW001,Store A,8,2025-10-21,BAT-5545
INV-011464,2025-10-16,DG001,Store A,2,2025-10-21,BAT-8755
INV-011465,2025-10-16,KI001,Store A,4,2025-10-22,BAT-2639
INV-011466,2025-10-16,SK001,Store A,2,2025-10-22,BAT-1323
INV-011467,2025-10-16,TV001,Store A,10,2025-10-22,BAT-4093
INV-011468,2025-10-16,VS001,Store A,5,2025-10-23,BAT-3994
INV-011469,2025-10-16,CB001,Store B,3,2025-10-21,BAT-5702
INV-011470,2025-10-16,CW001,Store B,7,2025-10-22,BAT-6040
INV-011471,2025-10-16,KI001,Store B,7,2025-10-22,BAT-2274
INV-011472,2025-10-16,SK001,Store B,6,2025-10-21,BAT-4588
INV-011473,2025-10-16,TV001,Store B,6,2025-10-22,BAT-6492
INV-011474,2025-10-16,VS001,Store B,3,2025-10-23,BAT-7368
